Date,Open,High,Low,Close,Adj Close,Volume
1962-02-28,0.000000,0.230324,0.224537,0.224537,0.069168,475200
1962-03-01,0.000000,0.226852,0.224537,0.225116,0.069346,259200
1962-03-02,0.000000,0.223958,0.223380,0.223958,0.068989,345600
1962-03-05,0.000000,0.225694,0.224537,0.224537,0.069168,216000
1962-03-06,0.000000,0.227431,0.226273,0.227431,0.070059,86400
1962-03-07,0.000000,0.229167,0.226852,0.228009,0.070237,475200
1962-03-08,0.000000,0.230324,0.229167,0.229167,0.070594,172800
1962-03-09,0.000000,0.228009,0.228009,0.228009,0.070237,43200
1962-03-12,0.000000,0.230903,0.229745,0.230324,0.070950,129600
1962-03-13,0.000000,0.237847,0.231481,0.237847,0.073268,345600
1962-03-14,0.000000,0.244213,0.240741,0.241898,0.074516,864000
1962-03-15,0.000000,0.244792,0.240741,0.243634,0.075051,518400
1962-03-16,0.000000,0.243056,0.237847,0.237847,0.073268,345600
1962-03-19,0.000000,0.238426,0.237269,0.237269,0.073090,86400
1962-03-20,0.000000,0.238426,0.236111,0.237269,0.073090,388800
1962-03-21,0.000000,0.237269,0.236111,0.236111,0.072733,86400
1962-03-22,0.000000,0.235532,0.235532,0.235532,0.072555,129600
1962-03-23,0.000000,0.236111,0.233218,0.233218,0.071842,259200
1962-03-26,0.000000,0.233796,0.230903,0.233796,0.072020,259200
1962-03-27,0.000000,0.232060,0.230324,0.230324,0.070950,86400
1962-03-28,0.000000,0.229167,0.229167,0.229167,0.070594,43200
1962-03-29,0.000000,0.229167,0.229167,0.229167,0.070594,43200
1962-03-30,0.000000,0.230324,0.223958,0.223958,0.068989,432000
1962-04-02,0.000000,0.222801,0.222801,0.222801,0.068633,43200
1962-04-03,0.000000,0.223958,0.222222,0.223958,0.068989,86400
1962-04-04,0.000000,0.223380,0.223380,0.223380,0.068811,172800
1962-04-05,0.000000,0.224537,0.224537,0.224537,0.069168,86400
1962-04-06,0.000000,0.226273,0.222801,0.222801,0.068633,216000
1962-04-09,0.000000,0.222222,0.222222,0.222222,0.068455,86400
1962-04-10,0.000000,0.222512,0.219907,0.219907,0.067742,345600
1962-04-11,0.000000,0.223380,0.221065,0.221065,0.068098,216000
1962-04-12,0.000000,0.218750,0.215278,0.215278,0.066316,302400
1962-04-13,0.000000,0.220486,0.215278,0.219329,0.067564,259200
1962-04-16,0.000000,0.218750,0.218750,0.218750,0.067385,43200
1962-04-17,0.000000,0.218750,0.217593,0.218750,0.067385,0
1962-04-18,0.000000,0.217593,0.217593,0.217593,0.067029,43200
1962-04-19,0.000000,0.218750,0.217593,0.218750,0.067385,172800
1962-04-23,0.000000,0.218171,0.217593,0.218171,0.067207,86400
1962-04-24,0.000000,0.216435,0.215278,0.215278,0.066316,129600
1962-04-25,0.000000,0.216435,0.214699,0.214699,0.066137,388800
1962-04-26,0.000000,0.214120,0.210648,0.210648,0.064889,302400
1962-04-27,0.000000,0.211806,0.207176,0.207176,0.063820,172800
1962-04-30,0.000000,0.208333,0.199074,0.199074,0.061324,432000
1962-05-01,0.000000,0.207176,0.199653,0.207176,0.063820,475200
1962-05-02,0.000000,0.210069,0.207755,0.208912,0.064355,475200
1962-05-03,0.000000,0.210069,0.210069,0.210069,0.064711,129600
1962-05-04,0.000000,0.212384,0.211227,0.212384,0.065424,345600
1962-05-07,0.000000,0.213542,0.211806,0.212963,0.065602,129600
1962-05-08,0.000000,0.214120,0.211227,0.211227,0.065068,259200
1962-05-09,0.000000,0.210069,0.210069,0.210069,0.064711,43200
1962-05-10,0.000000,0.206597,0.203704,0.205440,0.063285,259200
1962-05-11,0.000000,0.206597,0.203704,0.203704,0.062750,259200
1962-05-14,0.000000,0.204861,0.201968,0.204861,0.063107,518400
1962-05-15,0.000000,0.210648,0.207755,0.207755,0.063998,302400
1962-05-16,0.000000,0.207176,0.207176,0.207176,0.063820,43200
1962-05-17,0.000000,0.210648,0.208333,0.208333,0.064176,216000
1962-05-18,0.000000,0.207755,0.204861,0.204861,0.063107,259200
1962-05-21,0.000000,0.203704,0.202546,0.202546,0.062394,259200
1962-05-22,0.000000,0.204861,0.200231,0.200231,0.061857,432000
1962-05-23,0.000000,0.199653,0.194444,0.194444,0.060069,950400
1962-05-24,0.000000,0.194734,0.190394,0.192419,0.059444,1252800
1962-05-25,0.000000,0.192130,0.178241,0.180556,0.055779,907200
1962-05-28,0.000000,0.178819,0.164931,0.164931,0.050952,734400
1962-05-29,0.000000,0.174190,0.159722,0.173611,0.053634,1728000
1962-05-31,0.000000,0.185185,0.182870,0.182870,0.056494,1209600
1962-06-01,0.000000,0.185185,0.180556,0.185185,0.057209,648000
1962-06-04,0.000000,0.182870,0.175926,0.178241,0.055064,388800
1962-06-05,0.000000,0.177083,0.173611,0.173900,0.053723,777600
1962-06-06,0.000000,0.176505,0.173611,0.176505,0.054528,388800
1962-06-07,0.000000,0.178241,0.174769,0.177083,0.054706,259200
1962-06-08,0.000000,0.179398,0.177083,0.177662,0.054885,259200
1962-06-11,0.000000,0.178241,0.176505,0.176505,0.054528,172800
1962-06-12,0.000000,0.173611,0.165509,0.165509,0.051131,432000
1962-06-13,0.000000,0.167824,0.159722,0.159722,0.049343,864000
1962-06-14,0.000000,0.159144,0.151042,0.152199,0.047019,1036800
1962-06-15,0.000000,0.168981,0.152199,0.168981,0.052203,1468800
1962-06-18,0.000000,0.171296,0.164931,0.165509,0.051131,734400
1962-06-19,0.000000,0.163194,0.162037,0.162037,0.050058,172800
1962-06-20,0.000000,0.168981,0.160880,0.166667,0.051488,388800
1962-06-21,0.000000,0.163194,0.158565,0.159722,0.049343,604800
1962-06-22,0.000000,0.163194,0.160301,0.160590,0.049611,950400
1962-06-25,0.000000,0.165509,0.159144,0.165509,0.051131,1382400
1962-06-26,0.000000,0.170139,0.164931,0.164931,0.050952,734400
1962-06-27,0.000000,0.165509,0.162037,0.162037,0.050058,648000
1962-06-28,0.000000,0.170139,0.162037,0.170139,0.052561,864000
1962-06-29,0.000000,0.182292,0.174190,0.179688,0.055511,734400
1962-07-02,0.000000,0.182292,0.176505,0.182292,0.056315,7387200
1962-07-03,0.000000,0.181713,0.178241,0.181713,0.056137,604800
1962-07-05,0.000000,0.182292,0.179398,0.182292,0.056315,259200
1962-07-06,0.000000,0.180556,0.174769,0.174769,0.053991,302400
1962-07-09,0.000000,0.177083,0.177083,0.177083,0.054706,43200
1962-07-10,0.000000,0.184028,0.178241,0.178241,0.055064,993600
1962-07-11,0.000000,0.175926,0.172454,0.174190,0.053812,820800
1962-07-12,0.000000,0.181134,0.175926,0.178819,0.055242,561600
1962-07-13,0.000000,0.181134,0.175926,0.181134,0.055958,432000
1962-07-16,0.000000,0.178819,0.177662,0.177662,0.054885,259200
1962-07-17,0.000000,0.177662,0.177662,0.177662,0.054885,129600
1962-07-18,0.000000,0.175347,0.174190,0.174190,0.053812,172800
1962-07-19,0.000000,0.173611,0.172454,0.172454,0.053276,86400
1962-07-20,0.000000,0.173032,0.172454,0.172454,0.053276,216000
1962-07-23,0.000000,0.173032,0.170718,0.170718,0.052740,172800
1962-07-24,0.000000,0.170139,0.163194,0.163194,0.050415,561600
1962-07-25,0.000000,0.172454,0.164352,0.164352,0.050773,172800
1962-07-26,0.000000,0.169560,0.166088,0.169560,0.052382,345600
1962-07-27,0.000000,0.170139,0.168981,0.169560,0.052382,518400
1962-07-30,0.000000,0.168981,0.167824,0.168981,0.052203,129600
1962-07-31,0.000000,0.172743,0.171296,0.172743,0.053365,388800
1962-08-01,0.000000,0.174190,0.172454,0.172454,0.053276,518400
1962-08-02,0.000000,0.173611,0.172454,0.172454,0.053276,86400
1962-08-03,0.000000,0.171875,0.165509,0.165509,0.051131,475200
1962-08-06,0.000000,0.164352,0.162037,0.164352,0.050773,388800
1962-08-07,0.000000,0.162616,0.162037,0.162616,0.050237,129600
1962-08-08,0.000000,0.170139,0.164931,0.168981,0.052203,604800
1962-08-09,0.000000,0.170718,0.168981,0.168981,0.052203,259200
1962-08-10,0.000000,0.173611,0.168981,0.170139,0.052561,1036800
1962-08-13,0.000000,0.170718,0.168981,0.168981,0.052203,172800
1962-08-14,0.000000,0.168981,0.167245,0.167245,0.051667,172800
1962-08-15,0.000000,0.170139,0.168981,0.170139,0.052561,86400
1962-08-16,0.000000,0.168981,0.168692,0.168981,0.052203,129600
1962-08-17,0.000000,0.169560,0.168981,0.169560,0.052382,86400
1962-08-20,0.000000,0.170139,0.168403,0.168403,0.052025,259200
1962-08-21,0.000000,0.168981,0.166667,0.166667,0.051666,129600
1962-08-22,0.000000,0.169560,0.166088,0.169560,0.052563,302400
1962-08-23,0.000000,0.168981,0.167245,0.168981,0.052383,216000
1962-08-24,0.000000,0.168403,0.167245,0.167245,0.051845,129600
1962-08-27,0.000000,0.166667,0.163194,0.163194,0.050589,518400
1962-08-28,0.000000,0.162616,0.162037,0.162616,0.050410,172800
1962-08-29,0.000000,0.162326,0.162326,0.162326,0.050320,43200
1962-08-30,0.000000,0.163773,0.162326,0.162326,0.050320,259200
1962-08-31,0.000000,0.163773,0.163194,0.163773,0.050769,86400
1962-09-04,0.000000,0.166667,0.163773,0.164352,0.050948,432000
1962-09-05,0.000000,0.163773,0.162037,0.162037,0.050231,388800
1962-09-06,0.000000,0.163773,0.162326,0.163773,0.050769,129600
1962-09-07,0.000000,0.163773,0.163194,0.163773,0.050769,172800
1962-09-10,0.000000,0.164352,0.160301,0.164352,0.050948,518400
1962-09-11,0.000000,0.162616,0.162037,0.162037,0.050231,216000
1962-09-12,0.000000,0.164931,0.162037,0.164931,0.051128,604800
1962-09-13,0.000000,0.163194,0.163194,0.163194,0.050589,43200
1962-09-14,0.000000,0.164352,0.163194,0.163194,0.050589,216000
1962-09-17,0.000000,0.162616,0.162037,0.162326,0.050320,475200
1962-09-18,0.000000,0.163194,0.162037,0.163194,0.050589,129600
1962-09-19,0.000000,0.166088,0.162037,0.166088,0.051486,388800
1962-09-20,0.000000,0.166088,0.164352,0.166088,0.051486,172800
1962-09-21,0.000000,0.165509,0.164352,0.164352,0.050948,432000
1962-09-24,0.000000,0.164063,0.162037,0.162326,0.050320,388800
1962-09-25,0.000000,0.162616,0.160880,0.162616,0.050410,216000
1962-09-26,0.000000,0.160880,0.160012,0.160012,0.049603,129600
1962-09-27,0.000000,0.159722,0.157407,0.157407,0.048795,302400
1962-09-28,0.000000,0.159144,0.157407,0.159144,0.049334,0
1962-10-01,0.000000,0.157407,0.157407,0.157407,0.048795,259200
1962-10-02,0.000000,0.157986,0.157986,0.157986,0.048975,129600
1962-10-03,0.000000,0.158565,0.158565,0.158565,0.049154,43200
1962-10-04,0.000000,0.159722,0.158565,0.159144,0.049334,129600
1962-10-05,0.000000,0.160590,0.157986,0.157986,0.048975,172800
1962-10-08,0.000000,0.158565,0.158565,0.158565,0.049154,43200
1962-10-09,0.000000,0.160590,0.157986,0.160590,0.049782,216000
1962-10-10,0.000000,0.160880,0.159722,0.159722,0.049513,129600
1962-10-11,0.000000,0.159144,0.157407,0.157407,0.048795,345600
1962-10-12,0.000000,0.158565,0.157697,0.158565,0.049154,129600
1962-10-15,0.000000,0.158565,0.158565,0.158565,0.049154,0
1962-10-16,0.000000,0.159722,0.158565,0.159144,0.049334,475200
1962-10-17,0.000000,0.159144,0.158565,0.158565,0.049154,216000
1962-10-18,0.000000,0.157986,0.157986,0.157986,0.048975,129600
1962-10-19,0.000000,0.157407,0.152199,0.152778,0.047360,777600
1962-10-22,0.000000,0.150463,0.148148,0.149884,0.046463,388800
1962-10-23,0.000000,0.148727,0.142361,0.142361,0.044131,604800
1962-10-24,0.000000,0.148148,0.142361,0.148148,0.045925,259200
1962-10-25,0.000000,0.146991,0.146412,0.146991,0.045566,86400
1962-10-26,0.000000,0.148148,0.148148,0.148148,0.045925,172800
1962-10-29,0.000000,0.152778,0.151620,0.152778,0.047360,302400
1962-10-30,0.000000,0.157697,0.154514,0.157697,0.048885,216000
1962-10-31,0.000000,0.160301,0.157407,0.157407,0.048795,518400
1962-11-01,0.000000,0.157407,0.155093,0.157407,0.048795,172800
1962-11-02,0.000000,0.159722,0.158565,0.159722,0.049513,518400
1962-11-05,0.000000,0.160880,0.158565,0.158565,0.049154,216000
1962-11-07,0.000000,0.159722,0.156250,0.156250,0.048437,388800
1962-11-08,0.000000,0.160301,0.156250,0.160301,0.049693,691200
1962-11-09,0.000000,0.161458,0.161458,0.161458,0.050051,43200
1962-11-12,0.000000,0.163194,0.162037,0.163194,0.050589,475200
1962-11-13,0.000000,0.167245,0.164352,0.164352,0.050948,1209600
1962-11-14,0.000000,0.164352,0.164352,0.164352,0.050948,691200
1962-11-15,0.000000,0.163194,0.160880,0.160880,0.049872,388800
1962-11-16,0.000000,0.160012,0.158565,0.160012,0.049603,302400
1962-11-19,0.000000,0.160590,0.160301,0.160590,0.049782,216000
1962-11-20,0.000000,0.160880,0.160880,0.160880,0.049872,129600
1962-11-21,0.000000,0.161748,0.159144,0.161748,0.050322,475200
1962-11-23,0.000000,0.163773,0.160012,0.162616,0.050592,345600
1962-11-26,0.000000,0.167245,0.163194,0.166667,0.051853,1252800
1962-11-27,0.000000,0.168981,0.167824,0.168981,0.052572,691200
1962-11-28,0.000000,0.175347,0.168403,0.174190,0.054193,907200
1962-11-29,0.000000,0.174769,0.171875,0.173611,0.054013,561600
1962-11-30,0.000000,0.173611,0.171875,0.173611,0.054013,864000
1962-12-03,0.000000,0.173032,0.170718,0.170718,0.053113,432000
1962-12-04,0.000000,0.172454,0.170718,0.171875,0.053473,216000
1962-12-05,0.000000,0.174479,0.171875,0.171875,0.053473,475200
1962-12-06,0.000000,0.173032,0.171296,0.172454,0.053653,388800
1962-12-07,0.000000,0.174769,0.171875,0.174769,0.054373,388800
1962-12-10,0.000000,0.175347,0.172454,0.172454,0.053653,302400
1962-12-11,0.000000,0.171296,0.171296,0.171296,0.053293,302400
1962-12-12,0.000000,0.173611,0.172454,0.173032,0.053833,518400
1962-12-13,0.000000,0.171875,0.171296,0.171296,0.053293,432000
1962-12-14,0.000000,0.173611,0.171296,0.173611,0.054013,561600
1962-12-17,0.000000,0.173611,0.171296,0.171296,0.053293,561600
1962-12-18,0.000000,0.171296,0.169560,0.170718,0.053113,691200
1962-12-19,0.000000,0.173611,0.169560,0.173611,0.054013,518400
1962-12-20,0.000000,0.173322,0.171875,0.173322,0.053923,216000
1962-12-21,0.000000,0.173611,0.171296,0.171296,0.053293,259200
1962-12-24,0.000000,0.171875,0.171296,0.171875,0.053473,259200
1962-12-26,0.000000,0.173611,0.171875,0.171875,0.053473,388800
1962-12-27,0.000000,0.173322,0.171875,0.172454,0.053653,259200
1962-12-28,0.000000,0.173032,0.171296,0.173032,0.053833,604800
1962-12-31,0.000000,0.171875,0.169560,0.169560,0.052753,216000
1963-01-02,0.000000,0.173032,0.170139,0.173032,0.053833,518400
1963-01-03,0.000000,0.172454,0.170718,0.171875,0.053473,777600
1963-01-04,0.000000,0.177662,0.173322,0.177662,0.055273,648000
1963-01-07,0.000000,0.179398,0.177662,0.179398,0.055813,345600
1963-01-08,0.000000,0.180556,0.178241,0.178241,0.055453,518400
1963-01-09,0.000000,0.179398,0.178241,0.178241,0.055453,302400
1963-01-10,0.000000,0.178241,0.177083,0.177083,0.055093,216000
1963-01-11,0.000000,0.178241,0.175926,0.178241,0.055453,518400
1963-01-14,0.000000,0.179398,0.178241,0.178241,0.055453,259200
1963-01-15,0.000000,0.178241,0.177662,0.177662,0.055273,302400
1963-01-16,0.000000,0.179109,0.178241,0.178241,0.055453,345600
1963-01-17,0.000000,0.179398,0.178241,0.178241,0.055453,604800
1963-01-18,0.000000,0.181134,0.178819,0.179398,0.055813,345600
1963-01-21,0.000000,0.181134,0.179398,0.181134,0.056353,388800
1963-01-22,0.000000,0.181134,0.179977,0.180266,0.056083,561600
1963-01-23,0.000000,0.181713,0.180556,0.181713,0.056534,432000
1963-01-24,0.000000,0.186921,0.181713,0.186921,0.058154,1339200
1963-01-25,0.000000,0.189525,0.183449,0.183449,0.057074,1339200
1963-01-28,0.000000,0.188079,0.184606,0.187500,0.058334,691200
1963-01-29,0.000000,0.188657,0.186921,0.187500,0.058334,432000
1963-01-30,0.000000,0.188079,0.187500,0.187500,0.058334,86400
1963-01-31,0.000000,0.188079,0.186343,0.186921,0.058154,388800
1963-02-01,0.000000,0.189236,0.187500,0.188079,0.058514,604800
1963-02-04,0.000000,0.189236,0.189236,0.189236,0.058874,86400
1963-02-05,0.000000,0.188657,0.187500,0.187500,0.058334,216000
1963-02-06,0.000000,0.189815,0.188657,0.189815,0.059054,518400
1963-02-07,0.000000,0.190394,0.189236,0.189815,0.059054,259200
1963-02-08,0.000000,0.189525,0.188657,0.189525,0.058964,259200
1963-02-11,0.000000,0.189236,0.189236,0.189236,0.058874,43200
1963-02-12,0.000000,0.188079,0.186343,0.187500,0.058334,216000
1963-02-13,0.000000,0.188368,0.187500,0.187500,0.058334,302400
1963-02-14,0.000000,0.189236,0.188079,0.188079,0.058514,302400
1963-02-15,0.000000,0.188079,0.188079,0.188079,0.058514,129600
1963-02-18,0.000000,0.188657,0.187789,0.188657,0.058694,172800
1963-02-19,0.000000,0.187500,0.186921,0.187500,0.058586,172800
1963-02-20,0.000000,0.187500,0.187500,0.187500,0.058586,345600
1963-02-21,0.000000,0.188368,0.187500,0.188368,0.058857,129600
1963-02-25,0.000000,0.188657,0.188079,0.188079,0.058767,172800
1963-02-26,0.000000,0.189815,0.188657,0.189815,0.059309,475200
1963-02-27,0.000000,0.193287,0.189236,0.190972,0.059670,388800
1963-02-28,0.000000,0.190394,0.189815,0.189815,0.059309,86400
1963-03-01,0.000000,0.188079,0.185185,0.185185,0.057862,216000
1963-03-04,0.000000,0.185764,0.184028,0.185764,0.058043,216000
1963-03-05,0.000000,0.185764,0.185764,0.185764,0.058043,86400
1963-03-06,0.000000,0.184317,0.184028,0.184317,0.057591,86400
1963-03-07,0.000000,0.184606,0.184028,0.184028,0.057501,129600
1963-03-08,0.000000,0.184606,0.183449,0.183449,0.057320,216000
1963-03-11,0.000000,0.184606,0.182870,0.182870,0.057139,172800
1963-03-12,0.000000,0.185185,0.184028,0.184028,0.057501,172800
1963-03-13,0.000000,0.186921,0.185764,0.186921,0.058405,259200
1963-03-14,0.000000,0.186921,0.185185,0.185764,0.058043,518400
1963-03-15,0.000000,0.189815,0.186343,0.189815,0.059309,777600
1963-03-18,0.000000,0.190394,0.188657,0.190394,0.059490,302400
1963-03-19,0.000000,0.189815,0.187500,0.187500,0.058586,216000
1963-03-20,0.000000,0.189815,0.188657,0.189236,0.059128,302400
1963-03-21,0.000000,0.190394,0.188079,0.188079,0.058767,172800
1963-03-22,0.000000,0.189236,0.186921,0.186921,0.058405,604800
1963-03-25,0.000000,0.186343,0.185185,0.185185,0.057862,388800
1963-03-26,0.000000,0.187500,0.185764,0.187500,0.058586,259200
1963-03-27,0.000000,0.192130,0.188657,0.190972,0.059670,691200
1963-03-28,0.000000,0.192130,0.190972,0.190972,0.059670,129600
1963-03-29,0.000000,0.191551,0.190394,0.190394,0.059490,129600
1963-04-01,0.000000,0.191551,0.190972,0.190972,0.059670,129600
1963-04-02,0.000000,0.192130,0.191262,0.192130,0.060032,604800
1963-04-03,0.000000,0.192130,0.191551,0.192130,0.060032,777600
1963-04-04,0.000000,0.192130,0.192130,0.192130,0.060032,345600
1963-04-05,0.000000,0.192130,0.191551,0.191551,0.059851,345600
1963-04-08,0.000000,0.192130,0.190972,0.190972,0.059670,216000
1963-04-09,0.000000,0.191551,0.190394,0.191551,0.059851,345600
1963-04-10,0.000000,0.190104,0.188657,0.189236,0.059128,302400
1963-04-11,0.000000,0.189236,0.188368,0.188657,0.058947,216000
1963-04-15,0.000000,0.188079,0.186343,0.186343,0.058224,259200
1963-04-16,0.000000,0.187500,0.187500,0.187500,0.058586,129600
1963-04-17,0.000000,0.186921,0.184606,0.184606,0.057681,691200
1963-04-18,0.000000,0.184606,0.183449,0.184028,0.057501,604800
1963-04-19,0.000000,0.185185,0.182292,0.185185,0.057862,777600
1963-04-22,0.000000,0.185185,0.180556,0.181713,0.056777,648000
1963-04-23,0.000000,0.186343,0.182870,0.186343,0.058224,2419200
1963-04-24,0.000000,0.186343,0.185185,0.185185,0.057862,518400
1963-04-25,0.000000,0.187211,0.184606,0.187211,0.058495,820800
1963-04-26,0.000000,0.189815,0.187500,0.189815,0.059309,432000
1963-04-29,0.000000,0.193287,0.189815,0.193287,0.060394,388800
1963-04-30,0.000000,0.195023,0.192708,0.192708,0.060213,475200
1963-05-01,0.000000,0.193576,0.190972,0.190972,0.059670,259200
1963-05-02,0.000000,0.192130,0.191840,0.191840,0.059942,388800
1963-05-03,0.000000,0.190972,0.187500,0.189815,0.059309,518400
1963-05-06,0.000000,0.190394,0.189815,0.189815,0.059309,216000
1963-05-07,0.000000,0.190394,0.189815,0.190394,0.059490,216000
1963-05-08,0.000000,0.189236,0.187789,0.188079,0.058767,302400
1963-05-09,0.000000,0.190972,0.188657,0.190972,0.059670,1252800
1963-05-10,0.000000,0.190394,0.189236,0.189815,0.059309,561600
1963-05-13,0.000000,0.189815,0.189236,0.189815,0.059309,259200
1963-05-14,0.000000,0.195891,0.192130,0.195602,0.061117,734400
1963-05-15,0.000000,0.200810,0.195891,0.200810,0.062744,993600
1963-05-16,0.000000,0.206019,0.203704,0.203704,0.063649,1209600
1963-05-17,0.000000,0.207176,0.201389,0.207176,0.064733,777600
1963-05-20,0.000000,0.208333,0.206019,0.208044,0.065005,820800
1963-05-21,0.000000,0.209491,0.206019,0.206597,0.064733,864000
1963-05-22,0.000000,0.208333,0.207176,0.207176,0.064914,432000
1963-05-23,0.000000,0.207176,0.206308,0.206308,0.064642,86400
1963-05-24,0.000000,0.204282,0.199074,0.199074,0.062376,691200
1963-05-27,0.000000,0.197338,0.195023,0.195023,0.061106,604800
1963-05-28,0.000000,0.198495,0.196759,0.198495,0.062194,129600
1963-05-29,0.000000,0.200231,0.199653,0.200231,0.062738,216000
1963-05-31,0.000000,0.202257,0.200810,0.201968,0.063282,302400
1963-06-03,0.000000,0.202546,0.201389,0.201389,0.063101,172800
1963-06-04,0.000000,0.204861,0.201968,0.201968,0.063282,345600
1963-06-05,0.000000,0.203704,0.201968,0.201968,0.063282,129600
1963-06-06,0.000000,0.202546,0.202546,0.202546,0.063463,86400
1963-06-07,0.000000,0.203125,0.201968,0.203125,0.063645,302400
1963-06-10,0.000000,0.204861,0.202546,0.204282,0.064007,302400
1963-06-11,0.000000,0.205729,0.204282,0.204282,0.064007,475200
1963-06-12,0.000000,0.204861,0.204282,0.204572,0.064098,129600
1963-06-13,0.000000,0.206597,0.203704,0.206019,0.064552,907200
1963-06-14,0.000000,0.207465,0.206887,0.207465,0.065005,259200
1963-06-17,0.000000,0.206019,0.206019,0.206019,0.064552,86400
1963-06-18,0.000000,0.207755,0.206597,0.206597,0.064733,216000
1963-06-19,0.000000,0.207465,0.207176,0.207176,0.064914,172800
1963-06-20,0.000000,0.206597,0.201968,0.204861,0.064189,648000
1963-06-21,0.000000,0.207176,0.206019,0.207176,0.064914,345600
1963-06-24,0.000000,0.206019,0.204861,0.204861,0.064189,172800
1963-06-25,0.000000,0.204861,0.203993,0.203993,0.063917,259200
1963-06-26,0.000000,0.203125,0.201389,0.201389,0.063101,259200
1963-06-27,0.000000,0.200231,0.197338,0.197338,0.061832,302400
1963-06-28,0.000000,0.201968,0.199074,0.201968,0.063282,302400
1963-07-01,0.000000,0.201389,0.199074,0.199074,0.062376,259200
1963-07-02,0.000000,0.197917,0.197917,0.197917,0.062013,129600
1963-07-03,0.000000,0.199653,0.197338,0.198495,0.062194,345600
1963-07-05,0.000000,0.201389,0.199942,0.200231,0.062738,259200
1963-07-08,0.000000,0.201389,0.199074,0.201389,0.063101,129600
1963-07-09,0.000000,0.202546,0.202546,0.202546,0.063463,43200
1963-07-10,0.000000,0.201968,0.201389,0.201389,0.063101,86400
1963-07-11,0.000000,0.202546,0.200810,0.202546,0.063463,129600
1963-07-12,0.000000,0.201389,0.200231,0.200231,0.062738,216000
1963-07-15,0.000000,0.203125,0.201968,0.201968,0.063282,129600
1963-07-16,0.000000,0.202546,0.200810,0.202546,0.063463,216000
1963-07-17,0.000000,0.201389,0.201389,0.201389,0.063101,86400
1963-07-18,0.000000,0.201389,0.200231,0.200231,0.062738,172800
1963-07-19,0.000000,0.199653,0.197917,0.197917,0.062013,172800
1963-07-22,0.000000,0.196759,0.193866,0.193866,0.060744,259200
1963-07-23,0.000000,0.196181,0.192708,0.194444,0.060925,302400
1963-07-24,0.000000,0.195023,0.195023,0.195023,0.061106,129600
1963-07-25,0.000000,0.196759,0.196759,0.196759,0.061650,43200
1963-07-26,0.000000,0.195602,0.195602,0.195602,0.061288,172800
1963-07-29,0.000000,0.198495,0.197338,0.198495,0.062194,129600
1963-07-30,0.000000,0.201968,0.200231,0.201968,0.063282,388800
